"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0W120","2019-07-30 08:00:00","58.000","36.000","2.400","28.400","0.830","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","26.600",""
"C0R470","2019-07-30 08:00:00","103.000","63.000","0.900","30.200","0.680","996.600","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.300",""
"C0M770","2019-07-30 08:00:00","164.000","351.000","0.900","28.900","0.810","989.300","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","24.900",""
"C0S930","2019-07-30 08:00:00","248.000","114.000","0.700","28.200","0.750","982.700","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","24.500",""
"C0A9B0","2019-07-30 08:00:00","7.000","0.000","0.000","30.400","0.670","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","28.400",""
"C0F9Y0","2019-07-30 08:00:00","3313.000","199.000","2.700","12.600","0.540","688.500","-99.000","0.000","-99.000","-99.000","-99.000","12.600","","7.700",""
"C0E790","2019-07-30 08:00:00","344.000","74.000","0.800","28.600","0.840","969.800","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","24.900",""
"C0O810","2019-07-30 08:00:00","161.000","18.000","1.300","30.300","0.760","992.400","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","24.200",""
"C0G880","2019-07-30 08:00:00","92.000","103.000","1.200","28.900","0.700","998.600","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","25.300",""
"C0X270","2019-07-30 08:00:00","33.000","34.000","1.100","28.700","0.920","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","25.000",""
"C0R260","2019-07-30 08:00:00","76.000","0.000","0.200","29.500","0.750","998.600","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","25.500",""
"C0U950","2019-07-30 08:00:00","1012.000","122.000","9.600","21.600","1.000","900.500","-99.000","1.500","-99.000","-99.000","-99.000","22.600","","20.600",""
"C0O860","2019-07-30 08:00:00","38.000","86.000","0.800","30.200","0.820","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","26.000",""
"C0S980","2019-07-30 08:00:00","901.000","45.000","0.900","24.400","0.870","911.700","-99.000","1.000","-99.000","-99.000","-99.000","24.400","","20.500",""
"C0V310","2019-07-30 08:00:00","46.000","249.000","1.000","30.100","0.610","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","24.900",""
"C0G620","2019-07-30 08:00:00","110.000","121.000","1.500","29.900","0.810","996.700","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","25.500",""
"C0AD50","2019-07-30 08:00:00","84.000","179.000","1.000","30.000","0.900","999.700","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","27.100",""
"C0A9A0","2019-07-30 08:00:00","24.000","0.000","0.200","31.000","0.680","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","28.000",""
"C0O830","2019-07-30 08:00:00","127.000","0.000","0.200","30.500","0.720","993.800","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.600",""
"C0S760","2019-07-30 08:00:00","1621.000","0.000","0.000","19.400","0.870","839.900","-99.000","0.000","-99.000","-99.000","-99.000","19.400","","17.000",""
"C0X160","2019-07-30 08:00:00","26.000","36.000","2.100","29.800","0.780","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","27.000",""
"C0C490","2019-07-30 08:00:00","157.000","191.000","0.700","29.300","0.720","990.800","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","27.400",""
"C0F970","2019-07-30 08:00:00","145.000","159.000","0.500","29.100","0.690","991.400","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","26.100",""
"C0M690","2019-07-30 08:00:00","33.000","43.000","2.100","28.900","0.770","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","25.500",""
"C0V690","2019-07-30 08:00:00","30.000","160.000","1.300","31.100","0.680","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","27.900",""
"C0Z210","2019-07-30 08:00:00","126.000","180.000","1.000","26.800","0.840","997.300","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","23.800",""
"C0U770","2019-07-30 08:00:00","5.000","147.000","1.500","29.600","0.670","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","25.200",""
"C0Z080","2019-07-30 08:00:00","298.000","178.000","0.700","27.200","0.780","977.200","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","22.700",""
"C0G640","2019-07-30 08:00:00","17.000","0.000","0.000","29.800","0.830","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","27.300",""
"C0X200","2019-07-30 08:00:00","61.000","360.000","1.800","28.600","0.800","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","24.800",""
"C0U900","2019-07-30 08:00:00","63.000","56.000","1.600","29.200","0.770","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","26.300",""
"C0Z230","2019-07-30 08:00:00","31.000","189.000","6.600","29.600","0.620","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","27.200",""
"C0F9O0","2019-07-30 08:00:00","175.000","0.000","0.200","29.600","0.950","988.700","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","27.000",""
"C0C540","2019-07-30 08:00:00","46.000","223.000","0.900","30.300","0.750","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","26.100",""
"C0G770","2019-07-30 08:00:00","15.000","75.000","1.400","30.100","0.870","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","28.500",""
"C0V670","2019-07-30 08:00:00","20.000","25.000","1.700","30.200","0.710","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","28.200",""
"C0A870","2019-07-30 08:00:00","685.000","132.000","1.500","26.800","0.800","932.000","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","23.000",""
"C0R220","2019-07-30 08:00:00","23.000","259.000","0.800","29.900","0.830","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","26.000",""
"C0Z220","2019-07-30 08:00:00","589.000","245.000","0.300","26.700","0.680","945.800","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","22.300",""
"C0D560","2019-07-30 08:00:00","147.000","51.000","1.000","30.500","0.700","992.400","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","26.200",""
"C0I380","2019-07-30 08:00:00","258.000","92.000","1.600","28.200","0.690","978.800","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","24.500",""
"C0Z020","2019-07-30 08:00:00","211.000","192.000","1.300","26.900","0.760","986.000","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","23.100",""
"C0Z190","2019-07-30 08:00:00","62.000","328.000","1.300","28.600","0.730","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","25.900",""
"C0C710","2019-07-30 08:00:00","143.000","346.000","0.400","29.000","0.680","992.500","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","24.800",""
"C0D360","2019-07-30 08:00:00","523.000","0.000","0.000","26.800","0.740","949.900","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","21.800",""
"C0C680","2019-07-30 08:00:00","228.000","162.000","1.500","29.400","0.730","981.500","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","26.500",""
"C0X140","2019-07-30 08:00:00","17.000","59.000","2.300","30.200","0.810","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","26.900",""
"C0V710","2019-07-30 08:00:00","34.000","140.000","1.100","30.700","0.800","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","27.600",""
"C0V710","2019-07-30 09:00:00","34.000","13.000","1.300","31.800","0.710","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","27.600",""
"C0G840","2019-07-30 09:00:00","32.000","39.000","0.500","31.400","0.740","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","26.200",""
"C0S890","2019-07-30 09:00:00","238.000","320.000","0.500","30.500","0.570","985.600","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","23.900",""
"C0T820","2019-07-30 09:00:00","550.000","0.000","0.100","28.400","0.570","952.600","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","20.300",""
"C0F9I0","2019-07-30 09:00:00","194.000","56.000","1.500","30.700","0.700","986.300","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","26.500",""
"C0C650","2019-07-30 09:00:00","208.000","185.000","0.400","30.500","0.680","985.100","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","25.600",""
"C0R600","2019-07-30 09:00:00","766.000","251.000","1.300","25.200","0.810","924.500","-99.000","0.500","-99.000","-99.000","-99.000","26.200","","23.000",""
"C0Z320","2019-07-30 09:00:00","646.000","56.000","1.000","28.600","0.540","939.700","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","19.400",""
"C0V210","2019-07-30 09:00:00","734.000","199.000","0.300","28.600","0.540","928.500","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","18.600",""
"C0K240","2019-07-30 09:00:00","1132.000","340.000","1.700","25.100","0.860","889.600","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","20.500",""
"C0M520","2019-07-30 09:00:00","15.000","39.000","2.500","30.300","0.730","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","26.000",""
"C0A530","2019-07-30 09:00:00","300.000","175.000","0.400","30.600","0.700","975.300","-99.000","0.000","8.800","188.000","","30.600","","23.300",""
"C0E820","2019-07-30 09:00:00","220.000","53.000","1.200","30.200","0.710","983.700","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","24.000",""
"C0K450","2019-07-30 09:00:00","35.000","1.000","2.400","30.100","0.740","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","26.400",""
"C0G760","2019-07-30 09:00:00","53.000","50.000","1.000","31.200","0.740","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","26.100",""
"CM0120","2019-07-30 09:00:00","4.000","41.000","2.100","30.300","0.710","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","27.700",""
"C0Z290","2019-07-30 09:00:00","946.000","150.000","0.500","25.700","0.710","907.900","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","20.400",""
"C0V680","2019-07-30 09:00:00","40.000","335.000","1.100","32.100","0.620","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","27.100",""
"C0F9U0","2019-07-30 09:00:00","74.000","124.000","1.300","32.100","0.670","999.400","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","27.900",""
"C0AI10","2019-07-30 09:00:00","76.000","107.000","0.300","31.500","0.680","999.900","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","25.700",""
"C0V530","2019-07-30 09:00:00","34.000","348.000","1.600","30.900","0.710","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","26.200",""
"C0R550","2019-07-30 09:00:00","38.000","339.000","1.300","31.600","0.640","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","25.400",""
"C0A950","2019-07-30 09:00:00","60.000","153.000","3.800","30.300","0.740","1002.300","-99.000","0.000","11.500","147.000","","30.300","","27.800",""
"C0R160","2019-07-30 09:00:00","45.000","308.000","0.800","30.300","0.880","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","25.200",""
"C0F9S0","2019-07-30 09:00:00","43.000","70.000","1.300","31.000","0.700","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","27.300",""
"C0M820","2019-07-30 09:00:00","980.000","0.000","0.200","27.000","0.560","902.800","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","19.400",""
"C0G870","2019-07-30 09:00:00","12.000","50.000","1.100","30.700","0.820","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","27.300",""
"C0R530","2019-07-30 09:00:00","16.000","337.000","1.300","31.400","0.780","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","26.400",""
"C0O840","2019-07-30 09:00:00","134.000","357.000","1.000","30.100","0.830","991.200","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","24.500",""
"C0A890","2019-07-30 09:00:00","40.000","137.000","0.300","30.300","0.710","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","25.300",""
"C0A660","2019-07-30 09:00:00","97.000","0.000","0.200","30.900","1.000","997.000","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","26.300",""
"C0T9H0","2019-07-30 09:00:00","725.000","113.000","1.400","29.800","0.690","931.400","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","22.500",""
"C0T9I0","2019-07-30 09:00:00","152.000","191.000","1.100","29.300","0.690","993.800","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","24.400",""
"C0V760","2019-07-30 09:00:00","30.000","16.000","1.000","32.200","0.630","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","26.900",""
"C0AG90","2019-07-30 09:00:00","25.000","0.000","0.200","32.700","0.620","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","28.200",""
"C0R570","2019-07-30 09:00:00","37.000","73.000","0.900","31.300","0.590","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","26.000",""
"C0O900","2019-07-30 09:00:00","9.000","12.000","2.500","31.000","0.760","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.800",""
"C0AD00","2019-07-30 09:00:00","86.000","352.000","1.500","-99.000","-99.000","999.300","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V700","2019-07-30 09:00:00","24.000","344.000","1.300","32.300","0.560","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","28.300",""
"C0AH00","2019-07-30 09:00:00","38.000","292.000","0.700","31.800","0.660","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","26.500",""
"C0X080","2019-07-30 09:00:00","2.000","2.000","1.600","33.000","0.670","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","26.000",""
"CM0150","2019-07-30 09:00:00","11.000","119.000","0.500","31.200","0.600","1008.100","-99.000","1.000","-99.000","-99.000","-99.000","31.200","","26.000",""
"C0I480","2019-07-30 09:00:00","2165.000","243.000","0.400","21.900","0.540","788.900","-99.000","0.000","-99.000","-99.000","-99.000","21.900","","12.500",""
"C0A860","2019-07-30 09:00:00","362.000","168.000","0.400","29.200","0.710","968.300","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","24.000",""
"C0U940","2019-07-30 09:00:00","25.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0S970","2019-07-30 09:00:00","19.000","81.000","4.600","29.800","0.710","1007.200","-99.000","1.000","-99.000","-99.000","-99.000","30.000","","25.500",""
"C0V260","2019-07-30 09:00:00","126.000","229.000","1.300","33.500","0.580","993.500","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","24.800",""
"C0H990","2019-07-30 09:00:00","3076.000","119.000","0.500","17.200","0.530","708.000","-99.000","0.000","-99.000","-99.000","-99.000","17.200","","8.700",""
"C0F9K0","2019-07-30 09:00:00","30.000","340.000","3.200","30.400","0.730","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","28.200",""
"C0AH90","2019-07-30 09:00:00","660.000","84.000","1.200","28.400","0.660","938.800","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","21.700",""
"C0W150","2019-07-30 09:00:00","42.000","14.000","0.600","31.900","0.670","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","28.100",""
"C0F000","2019-07-30 09:00:00","273.000","78.000","1.200","30.100","0.910","976.400","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","25.600",""
"C0K410","2019-07-30 09:00:00","20.000","16.000","2.300","30.500","0.760","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","26.700",""
"C0R140","2019-07-30 09:00:00","740.000","343.000","1.600","25.200","0.790","929.600","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","22.400",""
"C0V800","2019-07-30 09:00:00","256.000","107.000","1.400","31.600","0.500","977.100","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","23.900",""
"C0S830","2019-07-30 09:00:00","288.000","135.000","0.600","33.700","0.580","978.900","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","25.400",""
"C0S920","2019-07-30 09:00:00","98.000","137.000","1.900","31.100","0.670","993.700","-99.000","7.000","-99.000","-99.000","-99.000","31.400","","24.800",""
"C0V640","2019-07-30 09:00:00","35.000","345.000","2.700","31.400","0.680","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","26.300",""
"C0AH80","2019-07-30 09:00:00","68.000","229.000","1.400","30.800","0.700","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","24.800",""
"C0K250","2019-07-30 09:00:00","12.000","34.000","1.600","32.600","0.710","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","25.200",""
"C0I410","2019-07-30 09:00:00","180.000","354.000","1.200","30.200","0.670","987.400","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","25.100",""
"C0F9Z0","2019-07-30 09:00:00","3193.000","204.000","1.100","16.100","0.490","698.500","-99.000","0.000","-99.000","-99.000","-99.000","16.100","","9.800",""
"C0G810","2019-07-30 09:00:00","26.000","355.000","1.800","32.000","0.700","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","27.800",""
"C0U650","2019-07-30 09:00:00","442.000","89.000","1.700","29.900","0.670","960.500","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","24.200",""
"C0D660","2019-07-30 09:00:00","65.000","13.000","0.300","31.200","0.720","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","27.500",""
"C0E540","2019-07-30 09:00:00","32.000","308.000","1.200","31.300","0.750","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","26.700",""
"C0W170","2019-07-30 09:00:00","42.000","119.000","1.300","30.600","0.810","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","27.400",""
"C0Z150","2019-07-30 09:00:00","27.000","194.000","2.100","30.500","0.630","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","25.600",""
"C0S840","2019-07-30 09:00:00","22.000","56.000","3.400","30.600","0.750","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","25.100",""
"C0H9A0","2019-07-30 09:00:00","1595.000","99.000","1.100","24.700","0.620","844.800","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","16.700",""
"C0Z300","2019-07-30 09:00:00","182.000","275.000","0.800","30.100","0.610","990.600","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","23.000",""
"C0G730","2019-07-30 09:00:00","27.000","60.000","1.700","30.200","0.860","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","26.800",""
"C0V730","2019-07-30 09:00:00","33.000","343.000","1.200","32.000","0.640","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","27.000",""
"C0SA00","2019-07-30 09:00:00","466.000","114.000","3.400","27.200","0.880","957.700","-99.000","23.500","-99.000","-99.000","-99.000","27.600","","21.400",""
"C0S900","2019-07-30 09:00:00","27.000","102.000","4.500","29.600","0.740","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","26.800",""
"C0C480","2019-07-30 09:00:00","105.000","262.000","0.500","30.900","0.670","996.500","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","28.000",""
"C0V720","2019-07-30 09:00:00","15.000","327.000","1.300","33.200","0.580","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","27.600",""
"C0UA60","2019-07-30 09:00:00","566.000","219.000","1.400","27.800","0.740","946.600","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","22.600",""
"C0A980","2019-07-30 09:00:00","11.000","325.000","0.400","32.400","0.610","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","27.800",""
"C0C670","2019-07-30 09:00:00","250.000","275.000","0.600","30.900","0.660","981.000","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","25.700",""
"C0K550","2019-07-30 09:00:00","15.000","24.000","1.200","31.000","0.750","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","26.700",""
"C0R350","2019-07-30 09:00:00","35.000","79.000","4.400","30.000","-99.000","1004.000","-99.000","2.500","-99.000","-99.000","-99.000","30.000","","26.500",""
"C0T9F0","2019-07-30 09:00:00","251.000","118.000","0.400","30.000","0.670","981.700","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","24.400",""
"C0D390","2019-07-30 09:00:00","146.000","0.000","0.000","29.800","0.740","990.600","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","25.100",""
"C0E430","2019-07-30 09:00:00","258.000","132.000","0.300","27.500","0.880","982.800","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","24.100",""
"C0O990","2019-07-30 09:00:00","18.000","360.000","1.600","31.600","0.690","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","25.500",""
"CM0010","2019-07-30 09:00:00","68.000","247.000","0.600","31.200","-99.000","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","26.100",""
"C0K500","2019-07-30 09:00:00","12.000","48.000","2.200","30.200","0.790","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","26.900",""
"C0X260","2019-07-30 09:00:00","39.000","7.000","2.200","30.600","0.720","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","26.000",""
"C0ACA0","2019-07-30 09:00:00","25.000","250.000","0.400","30.600","0.680","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","28.300",""
"C0X180","2019-07-30 09:00:00","62.000","360.000","0.500","31.100","0.670","999.900","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","25.500",""
"C0F930","2019-07-30 09:00:00","100.000","338.000","0.900","32.900","0.780","996.800","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","27.500",""
"C0I010","2019-07-30 09:00:00","1562.000","263.000","0.600","22.600","0.550","847.200","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","17.600",""
"C0R190","2019-07-30 09:00:00","32.000","0.000","0.200","31.800","0.670","1003.300","-99.000","0.500","-99.000","-99.000","-99.000","31.800","","24.800",""
"C0E420","2019-07-30 09:00:00","19.000","22.000","0.700","30.300","0.780","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","26.700",""
"C0W160","2019-07-30 09:00:00","49.000","103.000","1.500","30.000","0.780","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","26.700",""
"C0I460","2019-07-30 09:00:00","110.000","92.000","0.900","31.000","0.700","995.600","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.900",""
"C0A9F0","2019-07-30 09:00:00","35.000","214.000","1.000","31.400","0.670","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","27.900",""
"C0F9A0","2019-07-30 09:00:00","425.000","55.000","1.200","30.400","0.770","960.800","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","24.000",""
"C0O950","2019-07-30 09:00:00","4.000","360.000","0.800","31.400","0.720","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","26.800",""
"C0M760","2019-07-30 09:00:00","40.000","23.000","1.600","30.300","0.740","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","26.400",""
"C0AH70","2019-07-30 09:00:00","34.000","264.000","0.900","31.700","0.550","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","28.500",""
"C0V250","2019-07-30 09:00:00","298.000","244.000","0.500","31.200","0.620","974.900","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","22.700",""
"C0U980","2019-07-30 09:00:00","573.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0S740","2019-07-30 09:00:00","289.000","159.000","0.400","30.000","0.560","978.200","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","23.200",""
"C0A940","2019-07-30 09:00:00","49.000","0.000","0.100","32.000","0.720","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","25.500",""
"C0A920","2019-07-30 09:00:00","196.000","330.000","0.400","28.600","0.940","986.000","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","25.900",""
"C0T870","2019-07-30 09:00:00","135.000","131.000","0.400","29.100","0.680","994.500","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","22.500",""
"C0C460","2019-07-30 09:00:00","482.000","296.000","0.300","26.900","0.770","956.400","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","23.200",""
"C0E520","2019-07-30 09:00:00","320.000","347.000","0.500","31.100","0.720","973.100","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","23.000",""
"C0T9D0","2019-07-30 09:00:00","7.000","340.000","1.300","31.600","0.670","1009.100","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","25.600",""
"C0I390","2019-07-30 09:00:00","1184.000","67.000","0.300","25.500","0.550","884.000","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","16.900",""
"C0B020","2019-07-30 09:00:00","86.000","104.000","4.900","31.300","0.870","997.000","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","27.300",""
"CM0170","2019-07-30 09:00:00","106.000","74.000","1.300","29.900","0.660","996.700","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","24.100",""
"C0F860","2019-07-30 09:00:00","2215.000","354.000","1.000","21.700","0.530","781.700","-99.000","0.000","-99.000","-99.000","-99.000","21.900","","12.500",""
"C0U890","2019-07-30 09:00:00","116.000","88.000","1.900","30.300","0.760","997.100","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","25.900",""
"C0G800","2019-07-30 09:00:00","15.000","44.000","1.400","30.900","0.770","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","27.500",""
"C0AH50","2019-07-30 09:00:00","275.000","308.000","0.500","28.200","0.990","978.000","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","26.500",""
"C0Z160","2019-07-30 09:00:00","124.000","167.000","1.400","30.200","0.600","996.800","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","18.900",""
"C0R540","2019-07-30 09:00:00","17.000","259.000","2.400","31.700","0.670","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","27.000",""
"C0K480","2019-07-30 09:00:00","56.000","23.000","2.600","29.700","0.740","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","26.700",""
"C0H890","2019-07-30 09:00:00","440.000","42.000","0.400","28.500","0.640","958.900","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","23.500",""
"C0S770","2019-07-30 09:00:00","375.000","140.000","0.900","27.700","0.810","968.100","-99.000","16.000","-99.000","-99.000","-99.000","27.700","","22.400",""
"C0X230","2019-07-30 09:00:00","29.000","10.000","2.700","30.300","0.710","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","26.300",""
"C0B010","2019-07-30 09:00:00","38.000","142.000","1.000","32.400","0.600","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","26.200",""
"C0R490","2019-07-30 09:00:00","49.000","306.000","1.300","30.500","0.680","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","26.300",""
"C0V440","2019-07-30 09:00:00","27.000","0.000","0.200","32.000","0.600","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","26.000",""
"C0SA40","2019-07-30 09:00:00","200.000","353.000","0.700","29.900","0.610","987.500","-99.000","0.500","-99.000","-99.000","-99.000","29.900","","24.200",""
